[2026-04-28T06:26:51.607Z] status=401 signature=invalid restaurant=rst_5mqwjoem platform=Yemeksepeti order=YS-WRONG-1777357611604
[2026-04-28T06:26:51.629Z] status=201 signature=valid restaurant=rst_5mqwjoem platform=Yemeksepeti order=YS-1777357611611
[2026-04-28T06:26:51.639Z] status=201 signature=valid restaurant=rst_5mqwjoem platform=Yemeksepeti order=YS-1777357611611
[2026-04-28T06:26:51.652Z] status=201 signature=valid restaurant=rst_5mqwjoem platform=Yemeksepeti order=YS-REJECT-1777357611642
[2026-04-28T06:28:51.705Z] status=401 signature=invalid restaurant=rst_j4cpepgx platform=Yemeksepeti order=YS-WRONG-1777357731703
[2026-04-28T06:28:51.715Z] status=201 signature=valid restaurant=rst_j4cpepgx platform=Yemeksepeti order=YS-1777357731707
[2026-04-28T06:28:51.721Z] status=201 signature=valid restaurant=rst_j4cpepgx platform=Yemeksepeti order=YS-1777357731707
[2026-04-28T06:28:51.729Z] status=201 signature=valid restaurant=rst_j4cpepgx platform=Yemeksepeti order=YS-REJECT-1777357731722
[2026-04-28T06:29:38.166Z] status=401 signature=invalid restaurant=rst_73ku99uf platform=Yemeksepeti order=YS-WRONG-1777357778161
[2026-04-28T06:29:38.191Z] status=201 signature=valid restaurant=rst_73ku99uf platform=Yemeksepeti order=YS-1777357778171
[2026-04-28T06:29:38.205Z] status=201 signature=valid restaurant=rst_73ku99uf platform=Yemeksepeti order=YS-1777357778171
[2026-04-28T06:29:38.228Z] status=201 signature=valid restaurant=rst_73ku99uf platform=Yemeksepeti order=YS-REJECT-1777357778209
[2026-04-28T06:31:17.827Z] status=401 signature=invalid restaurant=rst_xwfjoxdl platform=Yemeksepeti order=YS-WRONG-1777357877824
[2026-04-28T06:31:17.837Z] status=201 signature=valid restaurant=rst_xwfjoxdl platform=Yemeksepeti order=YS-1777357877829
[2026-04-28T06:31:17.844Z] status=201 signature=valid restaurant=rst_xwfjoxdl platform=Yemeksepeti order=YS-1777357877829
[2026-04-28T06:31:17.853Z] status=201 signature=valid restaurant=rst_xwfjoxdl platform=Yemeksepeti order=YS-REJECT-1777357877846
[2026-04-28T06:31:46.586Z] status=401 signature=invalid restaurant=rst_w3g6wxfw platform=Yemeksepeti order=YS-WRONG-1777357906584
[2026-04-28T06:31:46.597Z] status=201 signature=valid restaurant=rst_w3g6wxfw platform=Yemeksepeti order=YS-1777357906588
[2026-04-28T06:31:46.603Z] status=201 signature=valid restaurant=rst_w3g6wxfw platform=Yemeksepeti order=YS-1777357906588
[2026-04-28T06:31:46.610Z] status=201 signature=valid restaurant=rst_w3g6wxfw platform=Yemeksepeti order=YS-REJECT-1777357906604
[2026-04-28T10:53:53.082Z] status=401 signature=invalid restaurant=rst_x3i0akih platform=Yemeksepeti order=YS-WRONG-1777373633086
[2026-04-28T10:53:53.092Z] status=201 signature=valid restaurant=rst_x3i0akih platform=Yemeksepeti order=YS-1777373633091
[2026-04-28T10:53:53.098Z] status=201 signature=valid restaurant=rst_x3i0akih platform=Yemeksepeti order=YS-1777373633091
[2026-04-28T10:53:53.110Z] status=201 signature=valid restaurant=rst_x3i0akih platform=Yemeksepeti order=YS-REJECT-1777373633107
[2026-04-28T11:12:02.593Z] status=401 signature=invalid restaurant=rst_j08lhgcy platform=Yemeksepeti order=YS-WRONG-1777374722591
[2026-04-28T11:12:02.603Z] status=201 signature=valid restaurant=rst_j08lhgcy platform=Yemeksepeti order=YS-1777374722594
[2026-04-28T11:12:02.610Z] status=201 signature=valid restaurant=rst_j08lhgcy platform=Yemeksepeti order=YS-1777374722594
[2026-04-28T11:12:02.620Z] status=201 signature=valid restaurant=rst_j08lhgcy platform=Yemeksepeti order=YS-REJECT-1777374722611
[2026-04-28T11:27:08.066Z] status=401 signature=invalid restaurant=rst_mssure0a platform=Yemeksepeti order=YS-WRONG-1777375628068
[2026-04-28T11:27:08.075Z] status=201 signature=valid restaurant=rst_mssure0a platform=Yemeksepeti order=YS-1777375628071
[2026-04-28T11:27:08.081Z] status=201 signature=valid restaurant=rst_mssure0a platform=Yemeksepeti order=YS-1777375628071
[2026-04-28T11:27:08.090Z] status=201 signature=valid restaurant=rst_mssure0a platform=Yemeksepeti order=YS-REJECT-1777375628086
[2026-04-28T11:28:43.292Z] status=401 signature=invalid restaurant=rst_8holym2o platform=Yemeksepeti order=YS-WRONG-1777375723289
[2026-04-28T11:28:43.302Z] status=201 signature=valid restaurant=rst_8holym2o platform=Yemeksepeti order=YS-1777375723293
[2026-04-28T11:28:43.308Z] status=201 signature=valid restaurant=rst_8holym2o platform=Yemeksepeti order=YS-1777375723293
[2026-04-28T11:28:43.317Z] status=201 signature=valid restaurant=rst_8holym2o platform=Yemeksepeti order=YS-REJECT-1777375723309
[2026-04-28T11:50:35.343Z] status=401 signature=invalid restaurant=rst_kt5jxr38 platform=Yemeksepeti order=YS-WRONG-1777377035340
[2026-04-28T11:50:35.353Z] status=201 signature=valid restaurant=rst_kt5jxr38 platform=Yemeksepeti order=YS-1777377035344
[2026-04-28T11:50:35.360Z] status=201 signature=valid restaurant=rst_kt5jxr38 platform=Yemeksepeti order=YS-1777377035344
